name,link,action_url,index
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/suratthani,https://suratthani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,581
x,http://www.suratthani.mol.go.th/node/24777,https://suratthani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,580
x,http://www.sru.ac.th,https://suratthani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,579
x,http://www.suratthani.mol.go.th/sites/suratthani.mol.go.th/files/khuumuuephlpraoychnthabchn.pdf,https://suratthani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,578
x,http://www.suratthani.mol.go.th/sites/suratthani.mol.go.th/files/khuumuuephlpraoychnthabchn.pdf,https://suratthani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,577
x,https://www.nacc.go.th/we/,https://suratthani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,576
x,http://www.suratthani.mol.go.th/node/24840,https://suratthani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,575
x,http://damrongthamsatun.blogspot.com/,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,574
x,http://www.prd.go.th/more_news.php?cid=428,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,573
x,https://www.info.go.th/#!/th/search///,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,572
x,http://smartjob.doe.go.th/,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,571
สำนักงานประกันสังคม,http://www.sso.go.th/wprp/ayutthaya/content.jsp?id=10664&cat=676&lang=th,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,570
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/news/46084,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,569
x,http://counterservice.mol.go.th/main.php?filename=index,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,568
e-labour บริการประชาชน กระทรวงแรงงาน,http://lb.mol.go.th/main.php?filename=index,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,567
x,https://www.egov.go.th/th/index.php,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,566
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/home,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,565
รัฐบาลไทย,http://www.thaigov.go.th/landing,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,564
สำนักงานประกันสังคม,http://www.sso.go.th/satun/,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,563
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/satun,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,562
x,http://satun.labour.go.th/,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,561
กรมการจัดหางาน,http://www.doe.go.th/satun/,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,560
x,http://www.satun.mol.go.th,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,559
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/satun,https://satun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,558
x,http://songkhla.mol.go.th/node/7770,https://songkhla2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,557
กระทรวงแรงงาน,http://www.mol.go.th/videos,https://songkhla2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,556
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/songkhla,https://songkhla2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,555
x,http://songkhla.mol.go.th/node/7770,https://songkhla2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,554
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/news/46084,https://songkhla2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,553
x,http://www.damrongthamsongkhla.go.th/frontpage,https://songkhla2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,552
e-labour บริการประชาชน กระทรวงแรงงาน,http://lb.mol.go.th/main.php?filename=index,https://songkhla2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,551
x,https://docs.google.com/forms/d/1F_XASeIOx_o39uPVIp_yzgXNYkLd4l4cdtMrfZrV3b4/viewform,https://songkhla2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,550
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/songkhla?region_id=52,https://songkhla2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,549
x,http://songkhla.labour.go.th/index.php/2015-11-12-08-48-37,https://songkhla2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,548
สำนักงานประกันสังคม,http://www.sso.go.th/songkhla/,https://songkhla2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,547
x,http://songkhla.doe.go.th/frontpage,https://songkhla2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,546
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/content/information_system,https://songkhla2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,545
x,http://intranet.mol.go.th/login/login.php,https://songkhla2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,544
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/home,https://songkhla2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,543
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/content/Asean2012,https://yala2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,542
e-labour บริการประชาชน กระทรวงแรงงาน,http://lb.mol.go.th/main.php?filename=index,https://yala2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,541
x,https://www.info.go.th/,https://yala2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,540
x,http://www.damrongthamyala.go.th/drmyala/pre_news.php?n_id=15,https://yala2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,539
x,http://www.yala.go.th/,https://yala2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,538
x,http://www.sbpac.go.th/,https://yala2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,537
x,http://www.opm.go.th/,https://yala2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,536
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/yala,https://yala2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,535
x,http://smartjob.doe.go.th/,https://yala2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,534
สำนักงานประกันสังคม,http://www.sso.go.th,https://yala2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,533
กรมการจัดหางาน,http://www.doe.go.th/prd/,https://yala2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,532
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/,https://yala2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,531
กรมสวัสดิการและคุ้มครองแรงงาน,http://www.labour.go.th/th/,https://yala2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,530
กระทรวงแรงงาน,http://www.mol.go.th/,https://yala2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,529
x,https://goo.gl/ppJyEj,https://phuket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,528
x,https://goo.gl/YkcwJC,https://phuket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,527
e-labour บริการประชาชน กระทรวงแรงงาน,http://lb.mol.go.th/,https://phuket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,526
Facebook,http://www.facebook.com/pages/Ministry-of-Labour-Kingdom-of-Thailand/318275548214929,https://phuket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,525
x,https://webmail.mol.go.th/zimbra/?zinitmode=http,https://phuket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,524
x,http://intranet.mol.go.th/login/login.php,https://phuket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,523
กระทรวงแรงงาน,http://www.mol.go.th,https://phuket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,522
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/phuket,https://phuket2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,521
x,https://docs.google.com/forms/d/e/1FAIpQLScldp-uYTe6pSWvR_h3PCT4IkRbT1DwjTdVHa0R6nH_gMwXAA/viewform,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,520
x,http://www.phatthalung.go.th/old/damrongtham/,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,519
รัฐบาลไทย,http://www.thaigov.go.th/index.php,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,518
x,http://www.prd.go.th/more_news.php?cid=428,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,517
e-labour บริการประชาชน กระทรวงแรงงาน,http://lb.mol.go.th/main.php?filename=index,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,516
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/news/46084,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,515
x,http://counterservice.mol.go.th/main.php?filename=index,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,514
Twitter,https://twitter.com/Molpt93000_Taco,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,513
Facebook,http://www.facebook.com/profile.php?id=100011400607458,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,512
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/phatthalung,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,511
x,http://phatthalung.labour.go.th/web/index1.html,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,510
สำนักงานประกันสังคม,http://www.sso.go.th/wprp/phatthalung/home.jsp,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,509
กรมการจัดหางาน,http://www.doe.go.th/phatthalung/,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,508
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,507
สำนักงานประกันสังคม,http://www.sso.go.th/wpr/home.jsp,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,506
กรมสวัสดิการและคุ้มครองแรงงาน,http://www.labour.go.th/,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,505
กรมการจัดหางาน,http://www.doe.go.th/,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,504
กระทรวงแรงงาน,http://www.mol.go.th,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,503
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/phatthalung,https://phatthalung2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,502
x,http://phangnga.mol.go.th/node/3328,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,501
x,http://www.pwdsthai.com/index.php?option=com_content&view=article&id=2647&Itemid=220&lang=th,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,500
x,https://docs.google.com/spreadsheet/viewform?pli=1&rm=full&formkey=dFhyVGd0SXVYWVhZQnVGTi1yNTFvblE6MQ#gid=0,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,499
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/content/Asean2012,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,498
รัฐบาลไทย,http://www.thaigov.go.th/,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,497
e-labour บริการประชาชน กระทรวงแรงงาน,http://lb.mol.go.th/,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,496
Facebook,http://www.facebook.com/pages/Ministry-of-Labour-Kingdom-of-Thailand/318275548214929,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,495
x,https://webmail.mol.go.th/zimbra/?zinitmode=http,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,494
x,http://intranet.mol.go.th/login/login.php,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,493
กระทรวงแรงงาน,http://www.mol.go.th,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,492
x,http://www.rdpbproject.com/,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,491
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/phangnga,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,490
x,http://phangnga.mol.go.th/node/3354,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,489
x,http://phangnga.mol.go.th/node/3361,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,488
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/phangnga,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,487
กรมสวัสดิการและคุ้มครองแรงงาน,http://www.labour.go.th/,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,486
สำนักงานประกันสังคม,http://www.sso.go.th/wpr/home.jsp,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,485
กรมการจัดหางาน,http://www.doe.go.th/phangnga,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,484
x,http://phangnga.mol.go.th/,https://phangnga2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,483
Facebook,https://www.facebook.com/?stype=lo&jlou=AfeUfO1iOgCIKcuOvhrf9lXJJX4somI2Bw-21q1onPD-d4KCKibiv7zJr5uo-5tLWg2RYfv4VN-TnbIoLT-fU5cU1Ln0Fw_L_VD4SeEz4M0wNw&smuh=25074&lh=Ac9NiNcdFy42RioG#!/profile.php?id=100006600990128&fref=ts,https://pattani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,482
Twitter,https://twitter.com/pattanilabour ,https://pattani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,481
x,http://www.pattani.go.th,https://pattani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,480
x,http://www.sbpac.go.th/index.php,https://pattani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,479
กรมสวัสดิการและคุ้มครองแรงงาน,http://www.labour.go.th/th/,https://pattani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,478
สำนักงานประกันสังคม,http://www.sso.go.th/wpr/home.jsp,https://pattani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,477
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/,https://pattani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,476
กรมการจัดหางาน,http://www.doe.go.th/prd/,https://pattani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,475
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/home,https://pattani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,474
e-labour บริการประชาชน กระทรวงแรงงาน,http://lb.mol.go.th/main.php?filename=index,https://pattani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,473
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/pattani,https://pattani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,472
x,http://www.pattani.mol.go.th/node/393,https://pattani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,471
x,http://www.pattani.mol.go.th/node/783,https://pattani2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,470
x,http://www.oie.go.th/sites/default/files/attachments/announcement/Information_law2540%5B1%5D_0.pdf,https://narathiwat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,469
x,http://www.egov.go.th/th/index.php,https://narathiwat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,468
x,http://www.narathiwat.go.th/dumrongtham/index.php/component/content/featured?id=featured,https://narathiwat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,467
x,http://www.narathiwat.go.th/,https://narathiwat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,466
x,http://www.skthai.org/,https://narathiwat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,465
x,http://www.southpeace.go.th/th/,https://narathiwat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,464
x,http://www.sbpac.go.th/index.php,https://narathiwat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,463
x,http://www.opm.go.th/opmportal/index.asp,https://narathiwat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,462
x,http://nlic.mol.go.th/th/index,https://narathiwat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,461
x,http://narathiwat.mol.go.th/node/448,https://narathiwat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,460
กระทรวงแรงงาน,http://www.mol.go.th/anonymouse/home,https://narathiwat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,459
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/narathiwat,https://narathiwat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,458
สำนักงานประกันสังคม,http://www.sso.go.th/narathiwat/,https://narathiwat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,457
Facebook,https://www.facebook.com/%E0%B8%AA%E0%B8%B3%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B8%A7%E0%B8%B1%E0%B8%AA%E0%B8%94%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%84%E0%B8%B8%E0%B9%89%E0%B8%A1%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B9%81%E0%B8%A3%E0%B8%87%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%99%E0%B8%A3%E0%B8%B2%E0%B8%98%E0%B8%B4%E0%B8%A7%E0%B8%B2%E0%B8%AA-712877822191800/,https://narathiwat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,456
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/narathiwat,https://narathiwat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,455
x,http://doe.go.th/prd/narathiwat,https://narathiwat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,454
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/nakhonsithammarat,https://nakhonsithammarat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,453
สำนักงานประกันสังคม,http://www.sso.go.th/wpr/uploads/html/index.html,https://nakhonsithammarat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,452
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/,https://nakhonsithammarat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,451
กรมสวัสดิการและคุ้มครองแรงงาน,http://www.labour.go.th/,https://nakhonsithammarat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,450
กรมการจัดหางาน,http://www.doe.go.th/prd/,https://nakhonsithammarat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,449
กระทรวงแรงงาน,http://www.mol.go.th/,https://nakhonsithammarat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,448
x,http://nakhonsithammarat.mol.go.th,https://nakhonsithammarat2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,447
x,http://www.histats.com,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,446
x,http://www.histats.com,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,445
x,http://krabi.mol.go.th/node/386,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,444
Twitter,https://mobile.twitter.com/krabilabour,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,443
x,http://krabi.mol.go.th/node/386,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,442
Facebook,https://www.facebook.com/%E0%B8%AA%E0%B8%B3%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B9%81%E0%B8%A3%E0%B8%87%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B5%E0%B9%88-1515007955451604/?ref=aymt_homepage_panel,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,441
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/krabi,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,440
Facebook,https://www.facebook.com/%E0%B8%AA%E0%B8%B3%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B8%A7%E0%B8%B1%E0%B8%AA%E0%B8%94%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%84%E0%B8%B8%E0%B9%89%E0%B8%A1%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B9%81%E0%B8%A3%E0%B8%87%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B5%E0%B9%88-1085578691527069/,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,439
สำนักงานประกันสังคม,http://www.sso.go.th/krabi/,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,438
กรมการจัดหางาน,http://www.doe.go.th/krabi/,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,437
x,http://krabi.mol.go.th/,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,436
ผลิตภัณฑ์โครงการแก้ปัญหาความเดือดร้อนด้านอาชีพ,http://labourproduct.mol.go.th/krabi,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,435
x,http://krabi.mol.go.th/sites/krabi.mol.go.th/files/maatrkaarbrrethaaphlkrathbkhaacchaangkhantam_15_maatraa_97-2003.doc,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,434
x,http://job.doe.go.th/main.php,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,433
e-labour บริการประชาชน กระทรวงแรงงาน,http://lb.mol.go.th/,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,432
x,http://intranet.mol.go.th/login/login.php,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,431
x,http://counterservice.mol.go.th/main.php?filename=index,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,430
กรมการจัดหางาน,http://www.doe.go.th/prd/,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,429
กรมสวัสดิการและคุ้มครองแรงงาน,http://www.labour.go.th/th/,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,428
สำนักงานประกันสังคม,http://www.sso.go.th/wpr/home.jsp,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,427
กรมพัฒนาฝีมือแรงงาน,http://www.dsd.go.th/,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,426
กระทรวงแรงงาน,http://www.mol.go.th,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,425
x,https://docs.google.com/forms/d/e/1FAIpQLSdrQm-TuEi7S43bx1Mho1RmByyWuyxipLyHihApxL6pAGjlcw/viewform?c=0&w=1,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,424
x,https://docs.google.com/forms/d/e/1FAIpQLSdfFhIHvIpT-EBpfxsFfRp4ijtjO_JFkqL8VRaQz8ct1WzLdw/viewform?c=0&w=1,https://krabi2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,423
Facebook,https://www.facebook.com/lpndoee,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,422
รายการสถานีแรงงาน,http://www.mol.go.th/content/workerstation,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,421
x,http://datawarehouse2.dbd.go.th/bdw/home/login.html,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,420
x,http://www.price.moc.go.th/,https://lamphun2.mol.go.th/wp-admin/post-new.php?post_type=interesting_links,419
