"n_id","c_id","n_date","n_new_modi","n_last_modi","n_timestamp","n_topic","n_des","source","sourceLink","keyword","picture","news_use","at_id","d_id","link_html","target","expire","logo","access","n_share","n_shareuse","n_sharename","n_shareid","n_approve","n_approvedate","for_pda","show_newstop","show_vote","show_comment","comment_type","n_owner","n_date_start","n_date_end","n_time","n_delowner","n_deldate","show_group","show_topic","show_date","n_owner_org","show_textsize","show_count","d_id_w3c","picture_alt","html","wcag","css"
"11","3","2555-04-22","20120422210442","20161214084647","2012-04-22 21:04:42","สิทธิ ประโยชน์ที่ลูกจ้างพึงได้รับ",,,,,,"1","11","4","#","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,,"2012-04-25",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"12","3","2555-04-22","20120422210455","20170919173823","2012-04-25 11:26:17","ตรวจสอบข้อมูลประกันสังคม ",,,,,,"1","11","4","http://www.sso.go.th/wpr/category.jsp?lang=th&cat=83","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,,"2012-04-25",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"13","3","2555-04-22","20120422210505","20120422210505","2012-04-25 11:25:02","สิทธิผู้ประกันตน",,,,,,"1","11","4","http://www.sso.go.th/wpr/category.jsp?lang=th&cat=109","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,,"2012-04-25",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"14","4","2555-04-22","20120422210519","20120422210519","2012-04-22 21:05:19","หน่วยงานที่ให้ความช่วยเหลือ",,,,,,"1","11","4","#","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,,"2012-04-26",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"15","4","2555-04-22","20120422210546","20120422210546","2012-04-22 21:05:46","คุ้มครองแรงงาน",,,,,,"1","11","4","#","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,,"2012-04-26",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"16","4","2555-04-22","20120422210556","20120422210556","2012-04-22 21:05:56","ถูกออกจากงานไม่เป็นธรรม",,,,,,"1","11","4","#","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,,"2012-04-26",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"17","4","2555-04-22","20120422210607","20120422210607","2012-04-22 21:06:07","กฏหมายควรรู้กรณี ออกจากงาน",,,,,,"1","11","4","#","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,,"2012-04-26",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"18","4","2555-04-22","20120422210617","20120422210617","2012-04-22 21:06:17","ผู้ประกันตนกรณี ว่างงาน",,,,,,"1","11","4","#","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,,"2012-04-26",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"19","4","2555-04-22","20120422210631","20120422210631","2012-04-22 21:06:31","ถูกเลิกจ้างต้องทำอย่างไร",,,,,,"1","11","4","#","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,,"2012-04-26",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"20","4","2555-04-22","20120422210641","20120422210641","2012-04-22 21:06:41","ตรวจสอบสิทธิประโยชน์กรณีออกจากงาน",,,,,,"1","11","4","#","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,,"2012-04-26",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"21","11","2555-04-22","20120422232411","20120422232411","2012-04-22 23:24:11","ปั้น สุดยอด แรงงานป้อนตลาดแรงงาน วางจุดขายด้วยกิจกรรม 9 พฤติกรรม 9 สู่ความสำเร็จ สร้างทัพแรงงานหนุนสู่เวทีโลก",,,,,,"1","11","4","http://www.mol.go.th/anonymouse/news/21254","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-30",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"22","11","2555-04-22","20120422232431","20120422232431","2012-04-22 23:24:31","ก.แรงงานยกระดับศักยภาพแรงงาน ให้สอดคล้องรายได้ที่เพิ่มขึ้น update",,,,,,"1","11","4","http://www.mol.go.th/anonymouse/news/21255","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-30",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"23","11","2555-04-22","20120422232448","20120521133923","2012-04-22 23:24:48","ก.แรงงาน สั่งหน่วยงานในสังกัด รับนโยบายยกระดับรายได้แรงงาน",,,,,,"1","11","4","http://www.mol.go.th/anonymouse/news/21293","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-30",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"24","11","2555-04-22","20120422232504","20130403095556","2012-04-22 23:25:04","เปิดศูนย์พิสูจน์สัญชาติ 5 แห่งในไทย",,,,,,"1","11","4","http://www.mol.go.th/anonymouse/news/21316","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-30",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"25","11","2555-04-22","20120422232522","20120422232522","2012-04-22 23:25:22","ก.แรงงานร่วมงาน 32 ปีศาลแรงงานกลาง 22 เมษายนนี้ ที่บริเวณศาลยุติธรรม ถ.รัชดาภิเษก",,,,,,"1","11","4","http://www.mol.go.th/anonymouse/news/21317","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-30",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"26","11","2555-04-22","20120422232541","20120422232541","2012-04-22 23:25:41","รมว.แรงงาน เอ็มโอยูกับรมว.แรงงานเกาหลีพร้อมเยี่ยมแรงงานไทย ฟื้นลู่ทางส่งแรงงานผ่านระบบอีพีเอส ถูกกฎหมาย ได้รับคุ้มครอง รายได้งาม",,,,,,"1","11","4","http://www.mol.go.th/anonymouse/news/21327","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-30",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"27","11","2555-04-22","20120422232559","20120502164448","2012-04-22 23:25:59","ไทยเสนอ 2 ข้อสังเกตเข้าที่ประชุมแรงงานย้ายถิ่นที่ฟิลิปปินส์",,,,,,"1","11","4","http://www.mol.go.th/anonymouse/news/21337","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-30",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"28","14","2555-04-22","20120422232913","20120426152238","2017-09-19 15:41:23","การขออนุญาตทำงานของคนต่างด้าว",,,,,,"1","11","4","https://www.doe.go.th/prd/alien/downloads/param/site/152/cat/14/sub/0/pull/category/view/list-label","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2017-09-19",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"29","14","2555-04-22","20120422232930","20120430185700","2017-09-19 15:47:20","การไปทำงานต่างประเทศ",,,,,,"1","11","4","https://www.doe.go.th/prd/overseas/downloads/param/site/149/cat/35/sub/0/pull/category/view/list-label","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2017-09-19",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"30","14","2555-04-22","20120422232949","20120504165312","2017-09-19 15:42:44","จัดหางานในประเทศ",,,,,,"1","11","4","http://smartjob.doe.go.th/","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2017-09-19",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"31","15","2555-04-22","20120422233223","20120422233223","2012-06-29 10:34:21","แบบฟอร์มดาวน์โหลด",,,,,,"1","11","4","http://www.dsd.go.th/index.php?option=com_docman&task=cat_view&gid=143&Itemid=372","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-22",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"32","15","2555-04-22","20120422233257","20150319135509","2012-04-22 23:32:57","Knowledge Management",,,,,,"1","11","4","http://www.dsd.go.th/index.php/2011-06-05-06-32-54/cat_view/131-knowledge-management","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-22",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"33","15","2555-04-22","20120422233349","20120422233349","2012-04-22 23:33:49","ทดสอบมาตรฐานฝีมือแรงงาน ๑๑ สาขาอาชีพ",,,,,,"1","11","4","http://www.dsd.go.th/index.php/2011-06-05-06-32-54/cat_view/124---","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-22",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"34","15","2555-04-22","20120422233410","20120502163431","2012-04-22 23:34:10","เอกสารเกี่ยวกับพรบ.ส่งเสริมการพัฒนาฝีมือแรงงาน",,,,,,"1","11","4","http://www.dsd.go.th/index.php/2011-06-05-06-32-54/cat_view/105-","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-22",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"35","15","2555-04-22","20120422233436","20120422233436","2012-04-22 23:34:36","เอกสารกองทุนพัฒนาฝีมือแรงงาน",,,,,,"1","11","4","http://www.dsd.go.th/index.php/2011-06-05-06-32-54/cat_view/91-","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-22",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"36","15","2555-04-22","20120422233458","20120606134947","2012-04-22 23:34:58","เอกสารที่น่าสนใจ",,,,,,"1","11","4","http://www.dsd.go.th/index.php/2011-06-05-06-32-54/cat_view/87-","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-22",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"37","15","2555-04-22","20120422233519","20120422233519","2012-04-22 23:35:19","เอกสารอิเล็กทรอนิกส์",,,,,,"1","11","4","http://www.dsd.go.th/index.php/2011-06-05-06-32-54/cat_view/78-","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-22",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"38","16","2555-04-22","20120422233716","20120422233716","2014-10-29 16:28:07","มาตรฐานแรงงานไทย (มรท. ๘๐๐๑ - ๒๕๕๓)",,,,,,"1","11","4","http://www.labour.go.th/th/index.php/2011-05-11-08-43-53/38-2554-05-11-09-m-s","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2014-10-29",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"39","16","2555-04-22","20120422233739","20120422233739","2012-04-22 23:37:39","แรงงานสัมพันธ์",,,,,,"1","11","4","http://www.labour.go.th/th/index.php/2011-05-11-08-43-53/39-2554-05-11-09-m-s","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2014-10-29",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"40","16","2555-04-22","20120422233758","20150319152046","2012-04-22 23:37:58","ผู้รับงานไปทำที่บ้าน แรงงานภาคเกษตร ",,,,,,"1","11","4","http://www.labour.go.th/th/index.php/2011-05-11-08-43-53/374-2011-06-07-07-50-26","_blank","2555-04-27",,,,NULL,NULL,NULL,"D","2014-10-29",NULL,NULL,NULL,NULL,NULL,"0",,,,"150","20141029163022","1","1","1",,,,"0",NULL,NULL,NULL,NULL
"41","16","2555-04-22","20120422233824","20120422233824","2012-04-22 23:38:24","ความปลอดภัยในการทำงาน ",,,,,,"1","11","4","http://www.labour.go.th/th/index.php/2011-05-11-08-43-53/378-2011-06-07-07-56-01","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2014-10-29",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"42","16","2555-04-22","20120422233843","20120430125712","2012-04-22 23:38:43","แบบสอบถาม ",,,,,,"1","11","4","www.labour.go.th/th/index.php/2011-05-11-08-43-53/385-2011-06-07-08-01-42","_blank","2555-04-27",,,,NULL,NULL,NULL,"D","2014-10-29",NULL,NULL,NULL,NULL,NULL,"0",,,,"150","20141029163022","1","1","1",,,,"0",NULL,NULL,NULL,NULL
"43","16","2555-04-22","20120422233924","20120422233924","2012-04-22 23:39:24","สวัสดิการแรงงาน",,,,,,"1","11","4","www.labour.go.th/th/index.php/2011-05-11-08-43-53/373-2554-10-10-04-10-33","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2014-10-29",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"44","16","2555-04-22","20120422233944","20120523115439","2012-04-22 23:39:44","คุ้มครองแรงงาน",,,,,,"1","11","4","www.labour.go.th/th/index.php/2011-05-11-08-43-53/370-2554-11-30-09-11-54","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2014-10-29",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"45","16","2555-04-22","20120422234002","20150319152136","2012-04-22 23:40:02","e-service",,,,,,"1","11","4","http://www.labour.go.th/th/index.php/2011-05-11-08-43-53/9620-e-service","_blank","2555-04-27",,,,NULL,NULL,NULL,"D","2014-10-29",NULL,NULL,NULL,NULL,NULL,"0",,,,"150","20141029163022","1","1","1",,,,"0",NULL,NULL,NULL,NULL
"46","17","2555-04-22","20120422234631","20120422234631","2012-04-22 23:46:31","อื่นๆ ",,,,,,"1","11","4","www.sso.go.th/wpr/content.jsp?lang=th&cat=596&id=1102","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-22",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"47","17","2555-04-22","20120422234651","20120912095322","2012-04-22 23:46:51","ข้อมูลสถานพยาบาล ",,,,,,"1","11","4","http://www.sso.go.th/wpr/content.jsp?lang=th&cat=596&id=1079","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-22",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"48","17","2555-04-22","20120422234713","20120926084124","2012-04-22 23:47:13","โปรแกรมต่างๆ ",,,,,,"1","11","4","http://www.sso.go.th/wpr/content.jsp?lang=th&cat=596&id=1078","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-22",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"49","17","2555-04-22","20120422234732","20120606101114","2012-04-22 23:47:32","แบบฟอร์มที่ต้องใช้กรณีว่างงาน",,,,,,"1","11","4","http://www.sso.go.th/wpr/content.jsp?lang=th&cat=596&id=1088","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-22",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"50","17","2555-04-22","20120422234827","20141030095551","2012-04-22 23:48:27","แบบฟอร์มของกองทุนเงินทดแทน",,,,,,"1","11","4","http://www.sso.go.th/wpr/content.jsp?lang=th&cat=596&id=1073","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-22",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"51","17","2555-04-22","20120422234843","20141003102106","2012-04-22 23:48:43","แบบฟอร์มขอรับประโยชน์ทดแทน",,,,,,"1","11","4","http://www.sso.go.th/wpr/content.jsp?lang=th&cat=596&id=1074","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-22",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"52","17","2555-04-22","20120422234901","20120422234901","2012-04-22 23:49:01","แบบฟอร์มของกองทุนประกันสังคม",,,,,,"1","11","4","http://www.sso.go.th/wpr/content.jsp?lang=th&cat=596&id=1075","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-22",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"53","18","2555-04-22","20120422235215","20120422235215","2012-04-22 23:52:15","แบนเนอร์กระทรวงแรงงาน",,,,,,"1","11","4","http://www.mol.go.th/anonymouse/banner-mol","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-22",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"54","18","2555-04-22","20120422235233","20120422235233","2012-04-22 23:52:33","แบบฟอร์มอิเล็กทรอนิกส์",,,,,,"1","11","4","http://www.mol.go.th/Electronic_form","_blank","2555-04-27",,,NULL,NULL,NULL,NULL,"Y","2012-04-22",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"55","19","2555-04-23","20120423000109","20120423000109","2012-06-06 10:29:22","พระราชบัญญัติเงินทดแทน พ.ศ. 2537",,,,,,"1","11","4","http://www.mol.go.th/anonymouse/law_labour/compensation_act","_blank","2555-04-28",,,NULL,NULL,NULL,NULL,"Y","2014-10-30",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"56","19","2555-04-23","20120423000131","20180720150528","2012-06-06 10:29:10","พระราชบัญญัติประกันสังคม พ.ศ. 2533 และการพัฒนากฎหมายอิเล็กทรอนิก",,,,,,"1","11","4","http://www.mol.go.th/anonymouse/law_labour/lawelectronic","_blank","2555-04-28",,,,NULL,NULL,NULL,"D","2014-10-30",NULL,NULL,NULL,NULL,NULL,"0",,,,"150","20141030163118","1","1","1",,,,"0",NULL,NULL,NULL,NULL
"57","19","2555-04-23","20120423000158","20120423000158","2012-06-06 10:29:20","พระราชบัญญัติประกันสังคม พ.ศ. 2533",,,,,,"1","11","4","http://www.mol.go.th/anonymouse/law_labour/ssact","_blank","2555-04-28",,,NULL,NULL,NULL,NULL,"Y","2014-10-30",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"58","20","2555-04-23","20120423000240","20151014154000","2014-10-29 14:35:10","พระราชบัญญัติแรงงานรัฐวิสาหกิจสัมพันธ์ พ.ศ. ๒๕๔๓",,,,,,"1","11","4","http://www.labour.go.th/th/doc/law/enterprise_labour_relation_2543.pdf","_blank","2555-04-28",,,NULL,NULL,NULL,NULL,"Y","2014-10-29",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"59","20","2555-04-23","20120423000307","20120423000307","2014-10-29 14:35:41","พระราชบัญญัติคุ้มครองแรงงาน พ.ศ. ๒๕๔๑",,,,,,"1","11","4","http://www.labour.go.th/th/doc/law/labour_protection_2541.pdf","_blank","2555-04-28",,,NULL,NULL,NULL,NULL,"Y","2014-10-29",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"60","20","2555-04-23","20120423000326","20120423000326","2014-10-29 14:35:24","พระราชบัญญัติแรงงานสัมพันธ์ พ.ศ. ๒๕๑๘",,,,,,"1","11","4","http://www.labour.go.th/th/doc/law/labour_relation_2518.pdf","_blank","2555-04-28",,,NULL,NULL,NULL,NULL,"Y","2014-10-29",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"61","20","2555-04-23","20120423000353","20120423000353","2014-10-29 15:12:20","พระราชบัญญัติคุ้มครองแรงงาน พ.ศ. ๒๕๕๑ (ฉบับที่ ๓)",,,,,,"1","11","4","http://www.labour.go.th/th/doc/law/labour_protection_3_2551.pdf","_blank","2555-04-28",,,NULL,NULL,NULL,NULL,"Y","2014-10-29",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"62","21","2555-04-23","20120423000414","20120423000414","2012-04-23 00:04:14","พระราชบัญญัติส่งเสริมการพัฒนาฝีมือแรงงาน พ.ศ. 2545",,,,,,"1","11","4","http://www.mol.go.th/anonymouse/law_labour/skill_development","_blank","2555-04-28",,,NULL,NULL,NULL,NULL,"Y","2014-11-10",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"63","22","2555-04-23","20120423000705","20120423000705","2012-04-23 00:07:05","พระราชบัญญัติจัดหางานและคุ้มครองคนหางาน พ.ศ. 2528",,,,,,"1","11","4","http://www.mol.go.th/anonymouse/law_labour/act_foreigner28","_blank","2555-04-28",,,NULL,NULL,NULL,NULL,"Y","2012-04-23",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"64","22","2555-04-23","20120423000722","20120423000722","2012-04-23 00:07:22","พระราชบัญญัติจัดหางานและคุ้มครองคนหางาน พ.ศ. 2528 (ปรับปรุง)",,,,,,"1","11","4","http://www.mol.go.th/anonymouse/law_labour/act_foreigner28_improve","_blank","2555-04-28",,,NULL,NULL,NULL,NULL,"Y","2012-04-23",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"65","22","2555-04-23","20120423000739","20120423000739","2012-04-23 00:07:39","พระราชบัญญัติการทำงานของคนต่างด้าว พ.ศ. 2551",,,,,,"1","11","4","http://www.mol.go.th/anonymouse/law_labour/act_foreigner","_blank","2555-04-28",,,NULL,NULL,NULL,NULL,"Y","2012-04-23",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
