"n_id","c_id","n_date","n_new_modi","n_last_modi","n_timestamp","n_topic","n_des","source","sourceLink","keyword","picture","news_use","at_id","d_id","link_html","target","expire","logo","access","n_share","n_shareuse","n_sharename","n_shareid","n_approve","n_approvedate","for_pda","show_newstop","show_vote","show_comment","comment_type","n_owner","n_date_start","n_date_end","n_time","n_delowner","n_deldate","show_group","show_topic","show_date","n_owner_org","show_textsize","show_count","d_id_w3c","picture_alt","html","wcag","css"
"14","2","2557-01-03","20140107101822","20140324092416","2014-01-07 10:18:22","แต่งตั้งโฆษกกระทรวงแรงงาน (ฝ่ายข้าราชการประจำ) ",,,,,,"1","11","0","download/article/article_20140107101822.pdf","_blank","2557-01-12",,,NULL,NULL,NULL,NULL,"Y","2014-01-07",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"15","2","2556-11-19","20140107102012","20140107102012","2014-01-07 10:20:12","เรียนจังหวัดทุกจังหวัด เรื่อง การจัดทำแผนการจัดกิจกรรมเนื่องในวันผู้สูงอายุแห่งชาติ ปี 2557 ",,,,,,"1","11","0","download/article/article_20140107102012.doc","_blank","2557-01-12",,,NULL,NULL,NULL,NULL,"Y","2014-01-07",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"16","2","2556-11-20","20140107102049","20140107102049","2014-01-07 10:20:49","เลื่อนข้าราชการ (ระดับเชี่ยวชาญ) ",,,,,,"1","11","0","download/article/article_20140107102049.pdf","_blank","2557-01-12",,,NULL,NULL,NULL,NULL,"Y","2014-01-07",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"17","2","2556-12-19","20140107102118","20140107102118","2014-01-07 10:21:18","การแต่งตั้ง (ย้าย) ข้าราชการ ",,,,,,"1","11","0","download/article/article_20140107102118.pdf","_blank","2557-01-12",,,NULL,NULL,NULL,NULL,"Y","2014-01-07",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"18","2","2557-01-07","20140107102148","20140521173443","2014-01-07 10:21:48","เลือนข้าราชการระดับชำนาญการ  ",,,,,,"1","11","0","download/article/article_20140107102148.pdf","_blank","2557-01-12",,,NULL,NULL,NULL,NULL,"Y","2014-01-07",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"19","9","2557-02-09","20140210093722","20140210093722","2014-03-20 16:22:55","ชื่อหน่วยงานใน สป. (อังกฤษ)",,,,,,"2","10","0",,"_self","2557-02-15",,,NULL,NULL,NULL,NULL,"Y","2015-07-17",NULL,,,,"1","0",,,,NULL,NULL,"1","1",,,,,"0",NULL,NULL,NULL,NULL
"20","9","2557-02-10","20140210093819","20140210093819","2014-02-10 09:38:32","ชื่อตำแหน่งสายงาน (อังกฤษ)",,,,,,"1","11","0","download/article/menu/position_eng.pdf","_blank","2557-02-15",,,NULL,NULL,NULL,NULL,"Y","2015-07-17",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"21","9","2557-02-11","20140210093853","20140210093853","2014-03-20 16:23:11","เครื่องราชอิสริยาภรณ์ และพระราชทานเพลิงศพ",,,,,,"1","11","0","#","_blank","2557-02-15",,,,NULL,NULL,NULL,"D","2014-02-10",NULL,NULL,NULL,NULL,NULL,"0",,,,"0","20140320165244","1","1","1",,,,"0",NULL,NULL,NULL,NULL
"22","9","2557-02-12","20140210093912","20140521175148","2014-03-20 16:23:45","เครื่องแบบของข้าราชการ ลูกจ้างประจำ และพนักงานราชการ",,,,,,"1","11","0","#","_blank","2557-02-15",,,,NULL,NULL,NULL,"D","2014-02-10",NULL,NULL,NULL,NULL,NULL,"0",,,,"0","20140320165343","1","1","1",,,,"0",NULL,NULL,NULL,NULL
"23","9","2557-02-13","20140210093946","20140529091629","2014-03-20 16:26:43","คลังความรู้",,,,,,"1","11","0","more_news.php?cid=13","_self","2557-02-15",,,NULL,NULL,NULL,NULL,"Y","2015-07-17",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"24","9","2557-02-14","20140210094003","20140210094003","2014-03-20 16:24:08","คู่มือ (Manual)",,,,,,"1","11","0","more_news.php?cid=12","_self","2557-02-15",,,NULL,NULL,NULL,NULL,"Y","2015-07-17",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"25","9","2557-02-15","20140210094025","20140210094025","2014-03-20 16:24:21","บุคคลดีเด่นที่ได้รับการยกย่องและเชิดชูเกียรติ",,,,,,"1","11","0","#","_blank","2557-02-15",,,,NULL,NULL,NULL,"D","2014-02-10",NULL,NULL,NULL,NULL,NULL,"0",,,,"0","20140320165422","1","1","1",,,,"0",NULL,NULL,NULL,NULL
"26","9","2557-02-16","20140210094039","20140210094039","2014-03-20 16:57:43","แผนบริหารทรัพยากรบุคคล",,,,,,"1","1","0","more_news.php?cid=14","_self","2557-02-15",,,NULL,NULL,NULL,NULL,"Y","2015-07-17",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,,"0",NULL,NULL,NULL,NULL
"27","10","2557-03-12","20140320150228","20140320150228","2014-03-20 15:02:28","ศูนย์ป้องกันการทุจริต",,,,,,"2","10","0",,"_self","2557-03-25",,,NULL,NULL,NULL,NULL,"Y","2015-10-06",NULL,,,,"1","0",,,,NULL,NULL,,"1",,,,,"0",NULL,NULL,NULL,NULL
"28","10","2557-03-13","20140320150257","20140320150257","2014-03-20 15:02:57","กลุ่มงานวินัย",,,,,,"2","10","0",,"_self","2557-03-25",,,NULL,NULL,NULL,NULL,"Y","2015-10-06",NULL,,,,"1","0",,,,NULL,NULL,,"1",,,,,"0",NULL,NULL,NULL,NULL
"29","10","2557-03-14","20140320150323","20140320150323","2014-03-20 15:03:23","กลุ่มงานพัฒนาบุคลากร",,,,,,"2","10","0",,"_self","2557-03-25",,,NULL,NULL,NULL,NULL,"Y","2015-10-06",NULL,,,,"1","0",,,,NULL,NULL,,"1",,,,,"0",NULL,NULL,NULL,NULL
"30","10","2557-03-15","20140320150357","20140320150357","2014-03-20 15:03:57","กลุ่มงานบริหารค่าตอบแทนและสิทธิประโยชน์",,,,,,"2","10","0",,"_self","2557-03-25",,,NULL,NULL,NULL,NULL,"Y","2015-10-06",NULL,,,,"1","0",,,,NULL,NULL,,"1",,,,,"0",NULL,NULL,NULL,NULL
"31","10","2557-03-16","20140320150436","20140320150436","2014-03-20 15:04:36","กลุ่มงานสรรหาและบรรจุแต่งตั้ง",,,,,,"2","10","0",,"_self","2557-03-25",,,NULL,NULL,NULL,NULL,"Y","2015-10-06",NULL,,,,"1","0",,,,NULL,NULL,,"1",,,,,"0",NULL,NULL,NULL,NULL
"32","10","2557-03-17","20140320150501","20140320150501","2014-03-20 15:05:01","กลุ่มงานวางแผนอัตตรากำลัง",,,,,,"2","10","0",,"_self","2557-03-25",,,NULL,NULL,NULL,NULL,"Y","2015-10-06",NULL,,,,"1","0",,,,NULL,NULL,,"1",,,,,"0",NULL,NULL,NULL,NULL
"33","11","2557-03-17","20140320150708","20140320150708","2014-03-20 15:07:08","พนักงานราชการ",,,,,,"2","10","0",,"_self","2557-03-25",,,,NULL,NULL,NULL,"D","2014-03-20",NULL,,,,"1","0",,,,"0","20140613102653",,"1",,,,,"0",NULL,NULL,NULL,NULL
"34","11","2557-03-18","20140320150731","20140320150731","2014-03-20 15:07:31","ลูกจ้างประจำ",,,,,,"2","10","0",,"_self","2557-03-25",,,,NULL,NULL,NULL,"D","2014-03-20",NULL,,,,"1","0",,,,"0","20140613102653",,"1",,,,,"0",NULL,NULL,NULL,NULL
"35","11","2557-03-19","20140320150753","20140320150753","2014-03-20 15:07:53","ข้าราชการ",,,,,,"2","10","0",,"_self","2557-03-25",,,,NULL,NULL,NULL,"D","2014-03-20",NULL,,,,"1","0",,,,"0","20140613102653",,"1",,,,,"0",NULL,NULL,NULL,NULL
"36","12","2557-03-20","20140320152321","20140320152321","2014-03-20 15:23:21","test คู่มือ",,,,,,"1","11","0","#","_blank","2557-03-25",,,,NULL,NULL,NULL,"D","2014-03-20",NULL,NULL,NULL,NULL,NULL,"0",,,,"0","20140512143505","1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"37","13","2557-03-20","20140320162038","20140320162038","2014-03-20 16:20:38","Knowledge",,,,,,"2","10","0",,"_self","2557-03-25",,,,NULL,NULL,NULL,"D","2014-03-20",NULL,,,,"1","0",,,,"0","20140320165819",,"1",,,,,"0",NULL,NULL,NULL,NULL
"38","9","2557-02-11","20140320165305","20140320165305","2014-03-20 16:53:05","เครื่องราชอิสริยาภรณ์ และพระราชทานเพลิงศพ ",,,,,,"2","10","0",,"_self","2557-03-25",,,NULL,NULL,NULL,NULL,"Y","2015-07-17",NULL,,,,"1","0",,,,NULL,NULL,,"1",,,,"1","0",NULL,NULL,NULL,NULL
"39","9","2557-02-12","20140320165357","20140320165357","2014-03-20 16:53:57","เครื่องแบบของข้าราชการ ลูกจ้างประจำ และพนักงานราชการ ",,,,,,"2","10","0",,"_self","2557-03-25",,,NULL,NULL,NULL,NULL,"Y","2015-07-17",NULL,,,,"1","0",,,,NULL,NULL,,"1",,,,"1","0",NULL,NULL,NULL,NULL
"40","9","2557-02-15","20140320165436","20140320165436","2014-03-20 16:54:36","บุคคลดีเด่นที่ได้รับการยกย่องและเชิดชูเกียรติ ",,,,,,"2","10","0",,"_self","2557-03-25",,,NULL,NULL,NULL,NULL,"Y","2015-07-17",NULL,,,,"1","0",,,,NULL,NULL,,"1",,,,"1","0",NULL,NULL,NULL,NULL
"41","14","2557-03-24","20140324092404","20140324092404","2014-05-12 15:50:24","แผนบริหารทรัพยากรบุคคล ",,,,,,"2","10","0",,"_self","2557-03-29",,,NULL,NULL,NULL,NULL,,"2015-07-17",NULL,,,,"1","0",,,,NULL,NULL,"1",,,,,,"0",NULL,NULL,NULL,NULL
"42","8","2557-03-24","20140324093202","20140324093202","2014-03-24 09:33:17","ทดสอบ5",,,,,,"2","10","0",,"_self","2557-03-29",,,,NULL,NULL,NULL,"D","2014-03-24",NULL,,,,"1","0",,,,"0","20140325110025","1",,"1",,,,"0",NULL,NULL,NULL,NULL
"43","8","2557-03-06","20140324093233","20140324093233","2014-03-24 09:33:11","ทดสอบ2",,,,,,"2","10","0",,"_self","2557-03-29",,,,NULL,NULL,NULL,"D","2014-03-24",NULL,,,,"1","0",,,,"0","20140325110025","1","1","1",,,,"0",NULL,NULL,NULL,NULL
"44","8","2557-03-11","20140324093259","20140324093259","2014-03-24 09:32:59","ทดสอบ4",,,,,,"2","10","0",,"_self","2557-03-29",,,,NULL,NULL,NULL,"D","2014-03-24",NULL,,,,"1","0",,,,"0","20140325110025","1",,"1",,,"1","0",NULL,NULL,NULL,NULL
"45","8","2557-03-14","20140324093339","20140324093339","2014-03-24 09:33:39","ทดสอบ3",,,,,,"1","1","0","#","_blank","2557-03-29",,,,NULL,NULL,NULL,"D","2014-03-24",NULL,NULL,NULL,NULL,NULL,"0",,,,"0","20140325110025","1","1","1",,,,"0",NULL,NULL,NULL,NULL
"46","4","2557-03-04","20140324093426","20140324093426","2014-03-24 09:34:26","ทดสอบข่าวรับสมัครงาน1",,,,,,"2","10","0",,"_self","2557-03-29",,,,NULL,NULL,NULL,"D","2014-03-24",NULL,,,,"1","0",,,,"0","20140325105307","1",,"1",,,"1","0",NULL,NULL,NULL,NULL
"47","4","2557-03-10","20140324093500","20140324093500","2014-03-24 09:35:00","ทดสอบข่าวรับสมัครงาน2",,,,,,"1","11","0","#","_blank","2557-03-29",,,,NULL,NULL,NULL,"D","2014-03-24",NULL,NULL,NULL,NULL,NULL,"0",,,,"0","20140325105307","1","1","1",,,,"0",NULL,NULL,NULL,NULL
"48","4","2557-03-24","20140324093515","20140324093522","2014-03-24 09:35:15","ทดสอบข่าวรับสมัครงาน3",,,,,,"2","3","0",,"_self","2557-03-29",,,,NULL,NULL,NULL,"D","2014-03-24",NULL,,,,"1","0",,,,"0","20140325105307","1",,"1",,,"1","0",NULL,NULL,NULL,NULL
"49","4","2557-03-24","20140324093533","20140324093533","2014-03-24 09:35:33","ทดสอบข่าวรับสมัครงาน4",,,,,,"2","10","0",,"_self","2557-03-29",,,,NULL,NULL,NULL,"D","2014-03-24",NULL,,,,"1","0",,,,"0","20140325105307","1",,"1",,,"1","0",NULL,NULL,NULL,NULL
"50","3","2557-03-19","20140324093640","20140324093640","2014-03-24 09:36:40","ทดสอบข่าวอบรม/สัมมนา",,,,,,"1","11","0","#","_blank","2557-03-29",,,,NULL,NULL,NULL,"D","2014-03-25",NULL,NULL,NULL,NULL,NULL,"0",,,,"0","20140325104407","1","1","1",,,,"0",NULL,NULL,NULL,NULL
"51","3","2557-03-21","20140324093703","20140324093703","2014-03-24 09:37:03","ทดสอบข่าวอบรม/สัมมนา2",,,,,,"2","10","0",,"_self","2557-03-29",,,,NULL,NULL,NULL,"D","2014-03-25",NULL,,,,"1","0",,,,"0","20140325104132","1",,"1",,,"1","0",NULL,NULL,NULL,NULL
"52","3","2557-03-22","20140324093846","20140324093846","2014-03-24 09:38:55","ทดสอบข่าวอบรม/สัมมนา3",,,,,,"1","11","0","#","_blank","2557-03-29",,,,NULL,NULL,NULL,"D","2014-03-25",NULL,NULL,NULL,NULL,NULL,"0",,,,"0","20140325104132","1","1","1",,,,"0",NULL,NULL,NULL,NULL
"53","3","2557-03-24","20140324094014","20140324094014","2014-03-24 09:40:14","ทดสอบข่าวอบรม/สัมมนา4",,,,,,"2","10","0",,"_self","2557-03-29",,,,NULL,NULL,NULL,"D","2014-03-25",NULL,,,,"1","0",,,,"0","20140325104132","1",,"1",,,"1","0",NULL,NULL,NULL,NULL
"54","3","2557-03-06","20140325095429","20140325095429","2014-03-25 10:08:24","เพิ่มเติม (การฝึกอบรมเชิงปฏิบัติการ ด้านการเงิน การบัญชี และการพัสดุ ของสำนักงานปลัดกระทรวงแรงงาน)",,,,,,"2","10","0",,"_self","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2014-03-25",NULL,,,,"1","0",,,,NULL,NULL,,"1","1",,,,"0",NULL,NULL,NULL,NULL
"55","3","2557-03-06","20140325102536","20140325102536","2014-03-25 10:25:44","ขอเชิญส่งบุคลากรเข้าฝึกอบรม",,,,,,"1","11","0","download/pdf/News/06-03-2014_163641.pdf","_blank","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2014-03-25",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"56","3","2557-02-24","20140325104125","20140325104125","2014-03-25 10:41:25","หลักสูตรฝึกอบรมเชิงปฏิบัติการเพื่อพัฒนาบุคลากร",,,,,,"1","11","0","download/pdf/News/24-02-2014_092458.pdf","_blank","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2014-03-25",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"57","3","2557-02-19","20140325104403","20140325104403","2014-03-25 10:44:03","จังหวัดทุกจังหวัด เรื่อง การฝึกอบรมเจ้าหน้าที่หรือผู้ปฏิบัติงานด้านการบัญชีภาครัฐและระบบ GF",,,,,,"1","11","0","download/pdf/News/cchanghwadthukcchanghwad_28.pdf","_blank","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2014-03-25",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"58","3","2557-03-04","20140325104718","20140325104718","2014-03-25 10:47:18","การฝึกอบรมเชิงปฏิบัติการ ด้านการเงิน การบัญชี และการพัสดุ ของสำนักงานปลัดกระทรวงแรงงาน",,,,,,"1","11","0","download/pdf/News/kaarengin.pdf","_blank","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2014-03-25",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"59","4","2557-03-17","20140325104913","20140325104913","2014-03-25 10:49:13","รับสมัครคัดเลือกข้าราชการเพื่อเข้ารับการประเมินบุคคลและผลงานเพื่อแต่งตั้งให้ดำรงตำแหน่งที่ปรึกษากฎหมาย (นิติกรทรงคุณวุฒิ)",,,,,,"1","11","0","download/pdf/News/rabsmakhrkhadeluuekkhaaraachkaar.pdf","_blank","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2015-07-17",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"60","3","2557-03-13","20140325105047","20140325105047","2014-03-25 10:50:47","การอบรมหลักสูตรพัฒนาสัมพันธ์การบริหารงานส่งกำลังบำรุงและอุตสาหกรรมป้องกันประเทศ (พสอ.) รุ่นที่ 12",,,,,,"1","11","0","download/pdf/News/kaarbrmhlaksuutr.pdf","_blank","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2014-03-25",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"61","4","2557-03-07","20140325105219","20140325105219","2014-03-25 10:52:19","รับสมัครคัดเลือกข้าราชการพลเรือนสามัญเพื่อรับทุนรัฐบาลไปฝึกอบรม ณ ต่างประเทศ ประจำปี 2557","ผู้ประสงค์จะสมัครสามารถ download เอกสาร ได้ที่ www.ocsc.go.th หัวข้อ &quot;ทุนรัฐบาล&quot; หัวข้อย่อย &quot;ทุนฝึกอบรม&quot;
และจัดทำเอกสารการสมัครตามประกาศสำนักงาน ก.พ. ส่งให้ กลุ่มงานพัฒนาบุคลากร สำนักบริหารทรัพยากรบุคคล ภายในวันที่ 12 มีนาคม 2557 โดยจะถือวันที่ประทับตรารับหนังสือเป็นสำคัญ",,,,,"1","11","0","download/pdf/News/thunphiinaathaihtlng.pdf","_blank","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2015-07-17",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"62","4","2557-03-06","20140325105357","20140325105357","2014-03-25 10:53:57","การรับสมัครบุคคลเข้าศึกษาต่อในโครงการประกาศนียบัตรบัณฑิตทางกฏหมายมหาชน",,,,,,"1","11","0","download/pdf/News/06-03-2014_163141.pdf","_blank","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2015-07-17",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"63","8","2557-03-20","20140325110143","20140520161619","2014-05-21 10:32:03","ราชการพลเรือนดีเด่นประจำปี 2556",,,,,"n20140520_63.jpg","2","10","0",,"_self","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2015-10-06",NULL,,,,"1","0",,,,NULL,NULL,,"1","1",,,,"0",NULL,NULL,NULL,NULL
"64","8","2557-03-17","20140325110944","20140325110944","2014-03-25 11:09:44","การคัดเลือกบุคคลให้เข้ารับการประเมินผลงานเพื่อแต่งตั้งให้ดำรงตำแหน่งประเภทวิชาการระดับชำนาญการพิเศษ",,,,,,"1","11","0","download/pdf/News/prakaaskhadeluuek_chph.pdf","_blank","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2015-10-06",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"65","8","2557-03-14","20140325111108","20140325111108","2014-03-25 11:11:08","การคัดเลือกบุคคล หน่วยงาน และโครงการดีเด่นของชาติ ประจำพุทธศักราช 2557",,,,,,"1","11","0","download/pdf/News/kaareluuekbukhkhl_hnwyngaan.pdf","_blank","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2015-10-06",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"66","8","2557-03-10","20140325111234","20140325111234","2014-03-25 11:22:21","ประเภทและอัตราค่าอวัยวะเทียมและอุปกรณ์ในการบำบัดรักษาโรค",,,,,,"1","11","0","download/pdf/News/6_1.pdf","_blank","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2015-10-06",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"67","8","2557-03-10","20140325111440","20140325111440","2014-03-25 11:22:10","อัตราค่าบริการสาธารณสุขเพื่อใช้สำหรับการเบิกจ่ายค่ารักษาพยาบาลข้าราชการ",,,,,,"1","11","0","download/pdf/News/5_3.pdf","_blank","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2015-10-06",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"68","8","2557-03-10","20140325111543","20140325111543","2014-03-25 11:15:43","หลักเกณฑ์การเบิกจ่ายค่าตอบแทนคณะกรรมการ",,,,,,"1","11","0","download/pdf/News/1_1.pdf","_blank","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2015-10-06",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"69","8","2557-03-10","20140325111800","20140325111800","2014-03-25 11:18:00","การใช้ลายเซ็นอิเล็กทรอนิกส์ในใบเสร็จรับเงิน เป็นหลักฐานเบิกเงินสวัสดิการศึกษาบุตร",,,,,,"1","11","0","download/pdf/News/2_3.pdf","_blank","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2015-10-06",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
"70","8","2557-03-10","20140325112048","20140325112048","2014-03-25 11:20:48","ประเภทและอัตราค่าอวัยวะเทียมและอุปกรณ์ในการบำบัดรักษาโรค",,,,,,"1","11","0","download/pdf/News/3_8.pdf","_blank","2557-03-30",,,NULL,NULL,NULL,NULL,"Y","2015-10-06",NULL,NULL,NULL,NULL,NULL,"0",,,,NULL,NULL,"1","1","1",,,"3","0",NULL,NULL,NULL,NULL
